images,labels
./Identify/images/val\United_States_003579.jpg,"['1 0.284375 0.7250000000000001 0.12812500000000002 0.028125\n', '0 0.1796875 0.89375 0.021875000000000002 0.05\n', '0 0.14375000000000002 0.8234375 0.15937500000000002 0.140625\n', '2 0.465625 0.83125 0.30625 0.325\n']"
./Identify/images/val\United_States_003584.jpg,"['0 0.65390625 0.8453125 0.3609375 0.284375\n', '0 0.73203125 0.7406250000000001 0.5109375 0.26875\n', '1 0.040625 0.86484375 0.078125 0.0328125\n']"
./Identify/images/val\United_States_003607.jpg,['2 0.259375 0.8210937500000001 0.515625 0.35468750000000004\n']
./Identify/images/val\United_States_003614.jpg,"['1 0.321875 0.753125 0.1 0.03125\n', '0 0.2765625 0.68671875 0.034375 0.11093750000000001\n', '1 0.6023437500000001 0.8328125000000001 0.2015625 0.1\n']"
./Identify/images/val\United_States_003621.jpg,['2 0.125 0.7937500000000001 0.240625 0.34687500000000004\n']
./Identify/images/val\United_States_003636.jpg,['0 0.21484375 0.878125 0.035937500000000004 0.07500000000000001\n']
./Identify/images/val\United_States_003663.jpg,['3 0.45625000000000004 0.98359375 0.046875 0.029687500000000002\n']
./Identify/images/val\United_States_003664.jpg,"['0 0.6000000000000001 0.640625 0.034375 0.07187500000000001\n', '0 0.8656250000000001 0.8015625000000001 0.18125000000000002 0.15937500000000002\n', '1 0.3484375 0.6742187500000001 0.203125 0.029687500000000002\n']"
./Identify/images/val\United_States_003667.jpg,"['1 0.584375 0.6796875 0.11875000000000001 0.028125\n', '0 0.84375 0.828125 0.309375 0.23750000000000002\n', '0 0.5554687500000001 0.846875 0.1859375 0.30312500000000003\n', '0 0.8296875 0.7132812500000001 0.3375 0.1640625\n']"
./Identify/images/val\United_States_003689.jpg,"['1 0.153125 0.70234375 0.15000000000000002 0.026562500000000003\n', '0 0.34687500000000004 0.7835937500000001 0.043750000000000004 0.1390625\n', '0 0.22109375 0.7375 0.035937500000000004 0.10312500000000001\n', '0 0.41875 0.63671875 0.053125000000000006 0.0578125\n', '0 0.5609375 0.7937500000000001 0.11875000000000001 0.15000000000000002\n', '1 0.45859375 0.821875 0.1859375 0.0625\n']"
./Identify/images/val\United_States_003714.jpg,"['0 0.2984375 0.640625 0.034375 0.053125000000000006\n', '0 0.06875 0.7640625000000001 0.1375 0.16562500000000002\n']"
./Identify/images/val\United_States_003716.jpg,['2 0.584375 0.8812500000000001 0.39375000000000004 0.23750000000000002\n']
./Identify/images/val\United_States_003721.jpg,"['0 0.3140625 0.8140625 0.13125 0.371875\n', '0 0.49531250000000004 0.73046875 0.084375 0.2515625\n', '1 0.7578125 0.8828125 0.153125 0.10625000000000001\n', '1 0.14609375 0.8359375 0.2890625 0.084375\n']"
./Identify/images/val\United_States_003724.jpg,"['0 0.15781250000000002 0.80625 0.1375 0.21250000000000002\n', '3 0.3640625 0.6765625000000001 0.037500000000000006 0.037500000000000006\n', '0 0.38671875 0.8031250000000001 0.06406250000000001 0.17500000000000002\n', '1 0.525 0.8226562500000001 0.178125 0.06406250000000001\n']"
./Identify/images/val\United_States_003727.jpg,"['0 0.8125 0.78125 0.33437500000000003 0.28125\n', '0 0.6117187500000001 0.7796875000000001 0.23593750000000002 0.384375\n', '1 0.2703125 0.7703125000000001 0.5375 0.084375\n']"
./Identify/images/val\United_States_003749.jpg,"['0 0.23671875 0.7921875 0.06406250000000001 0.15937500000000002\n', '0 0.134375 0.925 0.09062500000000001 0.146875\n']"
./Identify/images/val\United_States_003755.jpg,['1 0.7125 0.815625 0.275 0.046875\n']
./Identify/images/val\United_States_003786.jpg,"['0 0.28515625 0.7828125 0.11406250000000001 0.22187500000000002\n', '0 0.43984375000000003 0.859375 0.0328125 0.28125\n']"
./Identify/images/val\United_States_003790.jpg,['0 0.5921875 0.8226562500000001 0.065625 0.1015625\n']
./Identify/images/val\United_States_003801.jpg,['0 0.25078125 0.7992187500000001 0.2515625 0.3796875\n']
./Identify/images/val\United_States_003814.jpg,['0 0.915625 0.8875000000000001 0.16562500000000002 0.11875000000000001\n']
./Identify/images/val\United_States_003848.jpg,"['1 0.33203125 0.8328125000000001 0.6609375000000001 0.21875\n', '0 0.5421875 0.9265625000000001 0.07187500000000001 0.146875\n']"
./Identify/images/val\United_States_003867.jpg,['0 0.09453125000000001 0.84296875 0.045312500000000006 0.0734375\n']
./Identify/images/val\United_States_003871.jpg,"['1 0.7125 0.859375 0.17500000000000002 0.096875\n', '0 0.3921875 0.853125 0.109375 0.265625\n']"
./Identify/images/val\United_States_003880.jpg,"['0 0.42500000000000004 0.81953125 0.034375 0.3515625\n', '0 0.25859375 0.82421875 0.0390625 0.09843750000000001\n']"
./Identify/images/val\United_States_003881.jpg,"['0 0.734375 0.940625 0.140625 0.11875000000000001\n', '0 0.42421875000000003 0.8718750000000001 0.051562500000000004 0.23750000000000002\n', '0 0.30781250000000004 0.7093750000000001 0.096875 0.09375\n', '0 0.1375 0.8828125 0.17500000000000002 0.23125\n']"
./Identify/images/val\United_States_003885.jpg,"['1 0.884375 0.890625 0.23125 0.040625\n', '0 0.8875000000000001 0.73359375 0.225 0.16718750000000002\n', '1 0.08515625 0.68671875 0.16718750000000002 0.0328125\n']"
./Identify/images/val\United_States_003895.jpg,['1 0.18671875000000002 0.77109375 0.37031250000000004 0.0578125\n']
./Identify/images/val\United_States_003907.jpg,"['0 0.2625 0.921875 0.037500000000000006 0.078125\n', '2 0.625 0.815625 0.5 0.36875\n']"
./Identify/images/val\United_States_003912.jpg,"['1 0.5796875 0.88046875 0.8250000000000001 0.11406250000000001\n', '0 0.3015625 0.815625 0.146875 0.3375\n', '0 0.215625 0.8406250000000001 0.19375 0.284375\n']"
./Identify/images/val\United_States_003915.jpg,"['0 0.05625 0.90625 0.10312500000000001 0.134375\n', '0 0.39296875000000003 0.57265625 0.1265625 0.11406250000000001\n']"
./Identify/images/val\United_States_003920.jpg,"['0 0.42734375 0.7406250000000001 0.0546875 0.246875\n', '1 0.80859375 0.9015625 0.23593750000000002 0.059375000000000004\n', '1 0.9625 0.9421875000000001 0.07500000000000001 0.021875000000000002\n']"
./Identify/images/val\United_States_003928.jpg,['0 0.25 0.81796875 0.1625 0.32656250000000003\n']
./Identify/images/val\United_States_003952.jpg,['0 0.625 0.9812500000000001 0.034375 0.037500000000000006\n']
./Identify/images/val\United_States_003954.jpg,"['0 0.2234375 0.8390625 0.084375 0.321875\n', '0 0.14921875 0.6312500000000001 0.1203125 0.09375\n']"
./Identify/images/val\United_States_003965.jpg,"['1 0.09296875 0.6804687500000001 0.18281250000000002 0.0421875\n', '0 0.09375 0.82578125 0.12812500000000002 0.22968750000000002\n']"
./Identify/images/val\United_States_003974.jpg,"['0 0.28671875 0.9328125 0.2671875 0.134375\n', '0 0.434375 0.78125 0.046875 0.15000000000000002\n']"
./Identify/images/val\United_States_003976.jpg,"['1 0.30703125000000003 0.7734375 0.2765625 0.07187500000000001\n', '0 0.16640625 0.78125 0.21406250000000002 0.371875\n']"
./Identify/images/val\United_States_003992.jpg,"['0 0.30546875 0.8187500000000001 0.1796875 0.340625\n', '0 0.43515625 0.65 0.0328125 0.1125\n', '1 0.80078125 0.77265625 0.3984375 0.0484375\n', '0 0.91796875 0.9007812500000001 0.1015625 0.1546875\n', '0 0.7507812500000001 0.70234375 0.15156250000000002 0.11093750000000001\n', '0 0.58046875 0.71484375 0.045312500000000006 0.1078125\n', '1 0.7234375000000001 0.6234375000000001 0.18125000000000002 0.028125\n']"
./Identify/images/val\United_States_003999.jpg,"['0 0.48359375000000004 0.8734375000000001 0.045312500000000006 0.078125\n', '0 0.665625 0.9046875000000001 0.20625000000000002 0.184375\n']"
./Identify/images/val\United_States_004011.jpg,"['0 0.05234375 0.8546875 0.1015625 0.25\n', '0 0.87421875 0.8539062500000001 0.2515625 0.11093750000000001\n']"
./Identify/images/val\United_States_004015.jpg,['0 0.14296875 0.790625 0.22968750000000002 0.3375\n']
./Identify/images/val\United_States_004028.jpg,"['1 0.278125 0.6804687500000001 0.134375 0.045312500000000006\n', '1 0.3921875 0.7468750000000001 0.10312500000000001 0.03125\n', '0 0.48359375000000004 0.8234375 0.0484375 0.053125000000000006\n', '1 0.21484375 0.76171875 0.2578125 0.035937500000000004\n', '0 0.6937500000000001 0.79453125 0.34375 0.3515625\n', '2 0.7078125000000001 0.70078125 0.2 0.1390625\n', '0 0.35000000000000003 0.75546875 0.043750000000000004 0.3203125\n']"
./Identify/images/val\United_States_004037.jpg,['0 0.23125 0.909375 0.10625000000000001 0.16875\n']
./Identify/images/val\United_States_004038.jpg,['1 0.815625 0.74375 0.26875 0.03125\n']
./Identify/images/val\United_States_004040.jpg,"['0 0.53125 0.84140625 0.109375 0.1921875\n', '0 0.290625 0.86875 0.06875 0.246875\n', '0 0.14140625 0.690625 0.24531250000000002 0.19062500000000002\n', '1 0.31484375000000003 0.6484375 0.21406250000000002 0.021875000000000002\n', '1 0.14453125 0.8031250000000001 0.26406250000000003 0.021875000000000002\n']"
./Identify/images/val\United_States_004055.jpg,"['2 0.7367187500000001 0.8234375 0.38593750000000004 0.33125000000000004\n', '2 0.42812500000000003 0.7992187500000001 0.14375000000000002 0.3953125\n']"
./Identify/images/val\United_States_004078.jpg,"['0 0.25625000000000003 0.61875 0.05625 0.037500000000000006\n', '0 0.36875 0.7468750000000001 0.07187500000000001 0.225\n']"
./Identify/images/val\United_States_004085.jpg,['0 0.53046875 0.8992187500000001 0.0671875 0.2015625\n']
./Identify/images/val\United_States_004090.jpg,['0 0.240625 0.796875 0.065625 0.1875\n']
./Identify/images/val\United_States_004108.jpg,['2 0.721875 0.859375 0.3125 0.27187500000000003\n']
./Identify/images/val\United_States_004109.jpg,"['1 0.28046875 0.73359375 0.5140625 0.1078125\n', '1 0.23593750000000002 0.6296875000000001 0.45625000000000004 0.07500000000000001\n', '0 0.33203125 0.7765625 0.1421875 0.39375000000000004\n', '0 0.07109375 0.7296875 0.1296875 0.11875000000000001\n', '3 0.33906250000000004 0.75 0.037500000000000006 0.021875000000000002\n', '0 0.5437500000000001 0.8578125000000001 0.184375 0.27187500000000003\n']"
./Identify/images/val\United_States_004121.jpg,['0 0.36484375 0.81015625 0.1015625 0.3359375\n']
./Identify/images/val\United_States_004124.jpg,"['0 0.16562500000000002 0.8812500000000001 0.19375 0.215625\n', '0 0.0890625 0.80234375 0.17500000000000002 0.11406250000000001\n', '0 0.45937500000000003 0.909375 0.059375000000000004 0.18125000000000002\n']"
./Identify/images/val\United_States_004125.jpg,"['1 0.40156250000000004 0.890625 0.6218750000000001 0.21875\n', '2 0.1296875 0.76875 0.18125000000000002 0.1\n', '1 0.7585937500000001 0.8093750000000001 0.13593750000000002 0.07500000000000001\n']"
./Identify/images/val\United_States_004126.jpg,['0 0.5375 0.890625 0.14375000000000002 0.20625000000000002\n']
./Identify/images/val\United_States_004139.jpg,"['0 0.6218750000000001 0.6875 0.07500000000000001 0.10312500000000001\n', '0 0.47421875 0.6234375000000001 0.035937500000000004 0.037500000000000006\n', '0 0.41484375 0.7421875 0.0390625 0.10312500000000001\n']"
./Identify/images/val\United_States_004144.jpg,"['1 0.09531250000000001 0.8093750000000001 0.1875 0.05\n', '0 0.17734375000000002 0.8671875 0.1015625 0.15937500000000002\n', '0 0.47890625000000003 0.7125 0.0421875 0.06875\n']"
./Identify/images/val\United_States_004162.jpg,['0 0.49296875 0.875 0.06406250000000001 0.109375\n']
./Identify/images/val\United_States_004176.jpg,['0 0.1046875 0.8296875 0.146875 0.234375\n']
./Identify/images/val\United_States_004192.jpg,"['0 0.49062500000000003 0.853125 0.18125000000000002 0.29375\n', '0 0.859375 0.8210937500000001 0.278125 0.1921875\n', '0 0.259375 0.815625 0.115625 0.35625\n']"
./Identify/images/val\United_States_004199.jpg,['2 0.6890625 0.7820312500000001 0.59375 0.43593750000000003\n']
./Identify/images/val\United_States_004208.jpg,['0 0.1125 0.81953125 0.13125 0.20468750000000002\n']
./Identify/images/val\United_States_004227.jpg,"['0 0.26953125 0.78046875 0.27968750000000003 0.3984375\n', '0 0.50625 0.7625000000000001 0.043750000000000004 0.19375\n', '1 0.09140625000000001 0.8703125 0.1796875 0.040625\n']"
./Identify/images/val\United_States_004229.jpg,"['1 0.48515625 0.74375 0.6140625000000001 0.065625\n', '0 0.453125 0.67109375 0.018750000000000003 0.0421875\n', '0 0.53125 0.634375 0.021875000000000002 0.0625\n', '0 0.6429687500000001 0.7296875 0.0421875 0.11875000000000001\n', '1 0.2421875 0.9148437500000001 0.10312500000000001 0.0859375\n', '1 0.7609375 0.66328125 0.46875 0.026562500000000003\n']"
./Identify/images/val\United_States_004236.jpg,"['0 0.36250000000000004 0.8187500000000001 0.040625 0.1125\n', '0 0.12890625 0.85078125 0.1296875 0.16718750000000002\n']"
./Identify/images/val\United_States_004238.jpg,['0 0.540625 0.7312500000000001 0.06875 0.10312500000000001\n']
./Identify/images/val\United_States_004246.jpg,['0 0.32109375 0.7992187500000001 0.0734375 0.1609375\n']
./Identify/images/val\United_States_004249.jpg,"['0 0.421875 0.7421875 0.06875 0.184375\n', '1 0.13125 0.703125 0.25625000000000003 0.05\n']"
./Identify/images/val\United_States_004251.jpg,['0 0.16796875 0.7828125 0.3328125 0.278125\n']
./Identify/images/val\United_States_004287.jpg,"['0 0.23984375000000002 0.8109375000000001 0.2328125 0.340625\n', '1 0.06406250000000001 0.85546875 0.125 0.0390625\n']"
./Identify/images/val\United_States_004297.jpg,"['1 0.6875 0.8250000000000001 0.15937500000000002 0.0625\n', '0 0.33046875000000003 0.7875000000000001 0.1171875 0.390625\n', '0 0.5953125 0.8421875000000001 0.178125 0.31562500000000004\n']"
./Identify/images/val\United_States_004306.jpg,"['0 0.42812500000000003 0.8390625 0.053125000000000006 0.309375\n', '0 0.1765625 0.8875000000000001 0.1625 0.22187500000000002\n']"
./Identify/images/val\United_States_004310.jpg,"['1 0.40546875000000004 0.8054687500000001 0.8015625000000001 0.0859375\n', '0 0.38203125000000004 0.78828125 0.11093750000000001 0.38906250000000003\n', '1 0.51328125 0.67578125 0.2546875 0.0421875\n', '0 0.5390625 0.721875 0.059375000000000004 0.053125000000000006\n']"
./Identify/images/val\United_States_004312.jpg,['0 0.42421875000000003 0.875 0.0921875 0.25\n']
./Identify/images/val\United_States_004320.jpg,"['1 0.53125 0.8460937500000001 0.5750000000000001 0.22968750000000002\n', '0 0.21640625000000002 0.9046875000000001 0.060937500000000006 0.171875\n']"
./Identify/images/val\United_States_004331.jpg,"['0 0.24375000000000002 0.915625 0.10312500000000001 0.1625\n', '1 0.7328125000000001 0.878125 0.284375 0.034375\n', '0 0.36562500000000003 0.7953125000000001 0.037500000000000006 0.040625\n', '0 0.540625 0.8812500000000001 0.10625000000000001 0.234375\n', '1 0.234375 0.8914062500000001 0.23125 0.026562500000000003\n']"
./Identify/images/val\United_States_004333.jpg,['1 0.16484375 0.790625 0.1546875 0.14375000000000002\n']
./Identify/images/val\United_States_004391.jpg,"['1 0.584375 0.78046875 0.22812500000000002 0.0328125\n', '0 0.20625000000000002 0.84296875 0.0625 0.0765625\n']"
./Identify/images/val\United_States_004407.jpg,"['0 0.50625 0.59296875 0.0625 0.0546875\n', '0 0.7835937500000001 0.8250000000000001 0.3515625 0.29375\n', '0 0.36171875000000003 0.603125 0.0328125 0.078125\n', '1 0.1875 0.8382812500000001 0.371875 0.0578125\n']"
./Identify/images/val\United_States_004426.jpg,"['0 0.328125 0.6546875000000001 0.1875 0.078125\n', '0 0.9437500000000001 0.86484375 0.1125 0.2015625\n']"
./Identify/images/val\United_States_004448.jpg,"['0 0.45937500000000003 0.8484375000000001 0.07187500000000001 0.29375\n', '1 0.5109375 0.68671875 0.134375 0.0328125\n', '0 0.11875000000000001 0.8656250000000001 0.22812500000000002 0.19375\n']"
./Identify/images/val\United_States_004453.jpg,['1 0.7171875000000001 0.93359375 0.134375 0.029687500000000002\n']
./Identify/images/val\United_States_004458.jpg,['0 0.36484375 0.909375 0.0859375 0.17500000000000002\n']
./Identify/images/val\United_States_004478.jpg,['1 0.8187500000000001 0.946875 0.12812500000000002 0.10625000000000001\n']
./Identify/images/val\United_States_004484.jpg,"['1 0.52578125 0.7375 0.3609375 0.06875\n', '0 0.728125 0.8562500000000001 0.209375 0.25\n']"
./Identify/images/val\United_States_004516.jpg,"['0 0.828125 0.859375 0.21250000000000002 0.22812500000000002\n', '0 0.625 0.86875 0.12187500000000001 0.2625\n', '1 0.40937500000000004 0.7093750000000001 0.36562500000000003 0.053125000000000006\n', '0 0.24531250000000002 0.93515625 0.06875 0.1296875\n']"
./Identify/images/val\United_States_004520.jpg,"['0 0.6203125 0.9328125 0.059375000000000004 0.134375\n', '0 0.434375 0.6218750000000001 0.059375000000000004 0.1125\n', '0 0.603125 0.7523437500000001 0.05625 0.1453125\n', '0 0.853125 0.8617187500000001 0.20625000000000002 0.22031250000000002\n']"
./Identify/images/val\United_States_004540.jpg,"['2 0.56875 0.821875 0.07500000000000001 0.040625\n', '0 0.08750000000000001 0.9375 0.078125 0.06875\n', '0 0.23125 0.80625 0.1625 0.14375000000000002\n']"
./Identify/images/val\United_States_004541.jpg,"['0 0.34218750000000003 0.8328125000000001 0.184375 0.30000000000000004\n', '1 0.20703125 0.7000000000000001 0.2484375 0.03125\n', '0 0.3171875 0.6687500000000001 0.08125 0.06875\n']"
./Identify/images/val\United_States_004581.jpg,['0 0.27109375 0.6937500000000001 0.08281250000000001 0.1625\n']
./Identify/images/val\United_States_004583.jpg,['1 0.5085937500000001 0.78671875 0.2015625 0.045312500000000006\n']
./Identify/images/val\United_States_004589.jpg,"['1 0.8171875000000001 0.8523437500000001 0.20625000000000002 0.035937500000000004\n', '0 0.309375 0.796875 0.16562500000000002 0.23750000000000002\n', '1 0.11484375000000001 0.7875000000000001 0.2265625 0.05\n', '0 0.2609375 0.7156250000000001 0.043750000000000004 0.08125\n']"
./Identify/images/val\United_States_004603.jpg,"['1 0.6507812500000001 0.72265625 0.18281250000000002 0.0671875\n', '1 0.7445312500000001 0.6609375000000001 0.1296875 0.053125000000000006\n', '0 0.51484375 0.7054687500000001 0.1390625 0.11406250000000001\n', '0 0.14609375 0.8054687500000001 0.1328125 0.34218750000000003\n']"
